"name","link","description","id","lookup"
"Macedonia","http://purl.obolibrary.org/obo/GAZ_00006895","A landlocked country on the Balkan peninsula in southeastern Europe. It is bordered by Serbia and Kosovo to the north, Albania to the west, Greece to the south, and Bulgaria to the east. In 2004-08, the Republic of Macedonia was reorganised into 85 municipalities (opstini; singular opstina), 10 of which comprise Greater Skopje. This is reduced from the previous 123 municipalities established in 1996-09. Prior to this, local government was organised into 34 administrative districts.","","lk_subject_location"
"Malawi","http://purl.obolibrary.org/obo/GAZ_00001105","A country in southeastern Africa. It is bordered by Zambia to the north-west, Tanzania to the north and Mozambique, which surrounds it on the east, south and west. Malawi is divided into three regions (the Northern, Central and Southern regions), which are further divided into twenty-seven districts, which in turn are further divided into 137 traditional authorities and 68 sub-chiefdoms.","","lk_subject_location"
"Malaysia","http://purl.obolibrary.org/obo/GAZ_00003902","A country that consists of thirteen states and three federal territories in Southeast Asia. The country is separated into two regions, Peninsular Malaysia and Malaysian Borneo, by the South China Sea. Malaysia borders Thailand, Indonesia, Singapore, Brunei and the Philippines. Malaysia consists of 13 states (Negeri) and 3 federal territories.","","lk_subject_location"
"Mali","http://purl.obolibrary.org/obo/GAZ_00000584","A landlocked country in northern Africa. It borders Algeria on the north, Niger on the east, Burkina Faso and the Cote d'Ivoire on the south, Guinea on the south-west, and Senegal and Mauritania on the west. Mali is divided into 8 regions (regions) and 1 district, and subdivided into 49 cercles, totalling 288 arrondissements.","","lk_subject_location"
"Mauritania","http://purl.obolibrary.org/obo/GAZ_00000583","A country in North-West Africa. It is bordered by the Atlantic Ocean on the west, by Senegal on the southwest, by Mali on the east and southeast, by Algeria on the northeast, and by Western Sahara on the northwest (most of which is occupied by Morocco). The capital and largest city is Nouakchott, located on the Atlantic coast. Mauritania is divided into 12 regions (regions) and one capital district, which in turn are subdivided into 44 departments (departements).","","lk_subject_location"
"Metropolitan Denmark","http://purl.obolibrary.org/obo/GAZ_00005852","That part of the Kingdom of Denmark located in continental Europe. The mainland is bordered to the south by Germany; Denmark is located to the southwest of Sweden and the south of Norway. Denmark borders both the Baltic and the North Sea. The country consists of a large peninsula, Jutland (Jylland) and a large number of islands, most notably Zealand (Sjaelland), Funen (Fyn), Vendsyssel-Thy, Lolland, Falster and Bornholm as well as hundreds of minor islands often referred to as the Danish Archipelago.","","lk_subject_location"
"Metropolitan France","http://purl.obolibrary.org/obo/GAZ_00003940","A part of the country of France that extends from the Mediterranean Sea to the English Channel and the North Sea, and from the Rhine to the Atlantic Ocean. Metropolitan France is bordered by Belgium, Luxembourg, Germany, Switzerland, Italy, Monaco, Andorra, and Spain. Due to its overseas departments.","","lk_subject_location"
"Metropolitan Norway","http://purl.obolibrary.org/obo/GAZ_00005851","That part of the Kingdom of Norway that occupies the W part of the Scandinavian Peninusula and adjoining islands. Metropolitan Norway is divided into nineteen first-level administrative regions known as fylker (""counties"", singular fylke) and 430[19] second-level kommuner (""municipalities"", singular kommune).","","lk_subject_location"
"Metropolitan Portugal","http://purl.obolibrary.org/obo/GAZ_00004126","That part of the Portugese Republic that occupies the W part of the Iberian Peninsula, and immediately adjacent islands.","","lk_subject_location"
"Metropolitan Spain","http://purl.obolibrary.org/obo/GAZ_00003936","That part of the Kingdom of Spain that occupies the Iberian Peninsula plus the Balaeric Islands. The Spanish mainland is bordered to the south and east almost entirely by the Mediterranean Sea (except for a small land boundary with Gibraltar); to the north by France, Andorra, and the Bay of Biscay; and to the west by the Atlantic Ocean and Portugal.","","lk_subject_location"
"Mexico","http://purl.obolibrary.org/obo/GAZ_00002852","A federal constitutional republic in North America. It is bounded on the north by the United States; on the south and west by the North Pacific Ocean; on the southeast by Guatemala, Belize, and the Caribbean Sea; and on the east by the Gulf of Mexico. The United Mexican States comprise a federation of thirty-one states and a federal district, the capital Mexico City.","","lk_subject_location"
"Moldova","http://purl.obolibrary.org/obo/GAZ_00003897","A landlocked country in Eastern Europe, located between Romania to the west and Ukraine to the north, east and south. Moldova is divided into thirty-two districts (raioane, singular raion); three municipalities (Balti, Chisinau, Tighina); and two autonomous regions (Gagauzia and Transnistria). The cities of Comrat and Tiraspol also have municipality status, however not as first-tier subdivisions of Moldova, but as parts of the regions of Gagauzia and Transnistria, respectively. The status of Transnistria is however under dispute. Although it is de jure part of Moldova and is recognized as such by the international community, Transnistria is not de facto under the control of the central government of Moldova. It is administered by an unrecognized breakaway authority under the name Pridnestrovian Moldovan Republic.","","lk_subject_location"
"Monaco","http://purl.obolibrary.org/obo/GAZ_00003857","A small country that is completely bordered by France to the north, west, and south; to the east it is bordered by the Mediterranean Sea. It consists of a single municipality (commune) currently divided into 4 quartiers and 10 wards.","","lk_subject_location"
"Mongolia","http://purl.obolibrary.org/obo/GAZ_00008744","A country in East-Central Asia. The landlocked country borders Russia to the north and China to the south. The capital and largest city is Ulan Bator. Mongolia is divided into 21 aimags (provinces), which are in turn divided into 315 sums (districts). The capital Ulan Bator is administrated separately as a khot (municipality) with provincial status.","","lk_subject_location"
"Montenegro","http://purl.obolibrary.org/obo/GAZ_00006898","A country located in Southeastern Europe. It has a coast on the Adriatic Sea to the south and borders Croatia to the west, Bosnia and Herzegovina to the northwest, Serbia and its partially recognized breakaway southern province of Kosovo to the northeast and Albania to the southeast. Its capital and largest city is Podgorica. Montenegro is divided into twenty-one municipalities (opstina), and two urban municipalities, subdivisions of Podgorica municipality.","","lk_subject_location"
"Montserrat","http://purl.obolibrary.org/obo/GAZ_00003988","A British overseas territory located in the Leeward Islands. Montserrat is divided into three parishes.","","lk_subject_location"
"Morocco","http://purl.obolibrary.org/obo/GAZ_00000565","A country in North Africa. It has a coast on the Atlantic Ocean that reaches past the Strait of Gibraltar into the Mediterranean Sea. Morocco has international borders with Algeria to the east, Spain to the north (a water border through the Strait and land borders with two small Spanish autonomous cities, Ceuta and Melilla), and Mauritania to the south. Morocco is divided into 16 regions, and subdivided into 62 prefectures and provinces. Because of the conflict over Western Sahara, the status of both regions of ""Saguia el-Hamra"" and ""Rio de Oro"" is disputed.","","lk_subject_location"
"Mozambique","http://purl.obolibrary.org/obo/GAZ_00001100","A country in southeastern Africa bordered by the Indian Ocean to the east, Tanzania to the north, Malawi and Zambia to the northwest, Zimbabwe to the west and Swaziland and South Africa to the southwest. Mozambique is divided into ten provinces (provincias) and one capital city (cidade capital) with provincial status. The provinces are subdivided into 129 districts (distritos). Districts are further divided in ""Postos Administrativos"" (Administrative Posts) and these in Localidades (Localities) the lowest geographical level of central state administration.","","lk_subject_location"
"Myanmar","http://purl.obolibrary.org/obo/GAZ_00006899","A country in SE Asia that is bordered by China on the north, Laos on the east, Thailand on the southeast, Bangladesh on the west, and India on the northwest, with the Bay of Bengal to the southwest. Myanmar is divided into seven states and seven divisions. The administrative divisions are further subdivided into districts, which are further subdivided into townships, wards, and villages.","","lk_subject_location"
"Namibia","http://purl.obolibrary.org/obo/GAZ_00001096","A country in southern Africa on the Atlantic coast. It shares borders with Angola and Zambia to the north, Botswana to the east, and South Africa to the south. Namibia is divided into 13 regions and subdivided into 102 constituencies.","","lk_subject_location"
"Nauru","http://purl.obolibrary.org/obo/GAZ_00006900","An island nation in the Micronesian South Pacific. The nearest neighbour is Banaba Island in the Republic of Kiribati, 300 km due east. Nauru is divided into fourteen administrative districts which are grouped into eight electoral constituencies.","","lk_subject_location"
"Nepal","http://purl.obolibrary.org/obo/GAZ_00004399","A landlocked nation in South Asia. It is bordered by the Tibet Autonomous Region of the People's Republic of China to the northeast and India to the south and west; it is separated from Bhutan by the Indian State of Sikkim and from Bangladesh by a small strip of the Indian State of West Bengal, known as the ""Chicken's Neck"". The Himalaya mountain range runs across Nepal's north and western parts, and eight of the world's ten highest mountains, including the highest, Mount Everest are situated within its territory. Nepal is divided into 14 zones and 75 districts, grouped into 5 development regions.","","lk_subject_location"
"Netherlands","http://purl.obolibrary.org/obo/GAZ_00002946","The European part of the Kingdom of the Netherlands. It is bordered by the North Sea to the north and west, Belgium to the south, and Germany to the east. The Netherlands is divided into twelve administrative regions, called provinces. All provinces of the Netherlands are divided into municipalities (gemeenten), together 443 (2007).","","lk_subject_location"
"New Zealand","http://purl.obolibrary.org/obo/GAZ_00000469","A nation in the south-western Pacific Ocean comprising two large islands (the North Island and the South Island) and numerous smaller islands, most notably Stewart Island/Rakiura and the Chatham Islands.","","lk_subject_location"
"Nicaragua","http://purl.obolibrary.org/obo/GAZ_00002978","A republic in Central America. It is also the least densely populated with a demographic similar in size to its smaller neighbors. The country is bordered by Honduras to the north and by Costa Rica to the south. The Pacific Ocean lies to the west of the country, while the Caribbean Sea lies to the east. For administrative purposes it is divided into 15 departments (departamentos) and two self-governing regions (autonomous communities) based on the Spanish model. The departments are then subdivided into 153 municipios (municipalities). The two autonomous regions are Region Autonoma del Atlantico Norte and Region Autonoma del Atlantico Sur, often referred to as RAAN and RAAS, respectively. Until they were granted autonomy in 1985 they formed the single department of Zelaya.","","lk_subject_location"
"Niger","http://purl.obolibrary.org/obo/GAZ_00000585","A landlocked country in Western Africa, named after the Niger River. It borders Nigeria and Benin to the south, Burkina Faso and Mali to the west, Algeria and Libya to the north and Chad to the east. The capital city is Niamey. Niger is divided into 7 departments and one capital district. The departments are subdivided into 36 arrondissements and further subdivided into 129 communes.","","lk_subject_location"
"Nigeria","http://purl.obolibrary.org/obo/GAZ_00000912","A federal constitutional republic comprising thirty-six states and one Federal Capital Territory. The country is located in West Africa and shares land borders with the Republic of Benin in the west, Chad and Cameroon in the east, and Niger in the north. Its coast lies on the Gulf of Guinea, part of the Atlantic Ocean, in the south. The capital city is Abuja. Nigeria is divided into thirty-six states and one Federal Capital Territory, which are further sub-divided into 774 Local Government Areas (LGAs).","","lk_subject_location"
"Niue Fekai","http://purl.obolibrary.org/obo/GAZ_00006902","An island nation located in the South Pacific Ocean. Although self-governing, Niue is in free association with New Zealand, meaning that the Sovereign in Right of New Zealand is also Niue's head of state.","","lk_subject_location"
"North Korea","http://purl.obolibrary.org/obo/GAZ_00002801","A state in East Asia in the northern half of the Korean Peninsula, with its capital in the city of Pyongyang. To the south and separated by the Korean Demilitarized Zone is South Korea, with which it formed one nation until division following World War II. At its northern Amnok River border are China and, separated by the Tumen River in the extreme north-east, Russia.","","lk_subject_location"
"Northern Ireland","http://purl.obolibrary.org/obo/GAZ_00002638","One of the four countries of the United Kingdom. Situated in the north-east of the island of Ireland, it shares a border with the Republic of Ireland to the south and west.","","lk_subject_location"
"Norway","http://purl.obolibrary.org/obo/GAZ_00002699","A country and constitutional monarchy in Northern Europe that occupies the western portion of the Scandinavian Peninsula. It is bordered by Sweden, Finland, and Russia. The Kingdom of Norway also includes the Arctic island territories of Svalbard and Jan Mayen. Norwegian sovereignty over Svalbard is based upon the Svalbard Treaty, but that treaty does not apply to Jan Mayen. Bouvet Island in the South Atlantic Ocean and Peter I Island and Queen Maud Land in Antarctica are external dependencies, but those three entities do not form part of the kingdom.","","lk_subject_location"
"Oman","http://purl.obolibrary.org/obo/GAZ_00005283","A country in southwest Asia, on the southeast coast of the Arabian Peninsula. It borders the United Arab Emirates on the northwest, Saudi Arabia on the west, and Yemen on the southwest. The coast is formed by the Arabian Sea on the south and east, and the Gulf of Oman on the northeast. The country also contains Madha, an exclave enclosed by the United Arab Emirates, and Musandam, an exclave also separated by Emirati territory. Oman is divided into four governorates (muhafazah) and five regions (mintaqat). The regions are subdivided into provinces (wilayat).","","lk_subject_location"
"Pakistan","http://purl.obolibrary.org/obo/GAZ_00005246","A country in Middle East which lies on the Iranian Plateau and some parts of South Asia. It is located in the region where South Asia converges with Central Asia and the Middle East. It has a 1,046 km coastline along the Arabian Sea in the south, and is bordered by Afghanistan and Iran in the west, India in the east and China in the far northeast. Pakistan is subdivided into four provinces and two territories. In addition, the portion of Kashmir that is administered by the Pakistani government is divided into two separate administrative units. The provinces are divided into a total of 105 zillas (districts). A zilla is further subdivided into tehsils (roughly equivalent to counties). Tehsils may contain villages or municipalities. There are over five thousand local governments in Pakistan.","","lk_subject_location"
"Palau","http://purl.obolibrary.org/obo/GAZ_00006905","A nation that consists of eight principal islands and more than 250 smaller ones lying roughly 500 miles southeast of the Philippines.","","lk_subject_location"
"Palestinian Territories","http://purl.obolibrary.org/obo/GAZ_00002475","The territory under the administration of the Palestine National Authority, as established by the Oslo Accords. The PNA divides the Palestinian territories into 16 governorates.","","lk_subject_location"
"Panama","http://purl.obolibrary.org/obo/GAZ_00002892","The southernmost country of Central America. Situated on an isthmus, some categorize it as a transcontinental nation connecting the north and south part of America. It borders Costa Rica to the north-west, Colombia to the south-east, the Caribbean Sea to the north and the Pacific Ocean to the south. Panama's major divisions are nine provinces and five indigenous territories (comarcas indigenas). The provincial borders have not changed since they were determined at independence in 1903. The provinces are divided into districts, which in turn are subdivided into sections called corregimientos. Configurations of the corregimientos are changed periodically to accommodate population changes as revealed in the census reports.","","lk_subject_location"
"Papua New Guinea","http://purl.obolibrary.org/obo/GAZ_00003922","Papua New Guinea","","lk_subject_location"
"Paraguay","http://purl.obolibrary.org/obo/GAZ_00002933","A landlocked country in South America. It lies on both banks of the Paraguay River, bordering Argentina to the south and southwest, Brazil to the east and northeast, and Bolivia to the northwest, and is located in the very heart of South America. Paraguay consists of seventeen departments and one capital district (distrito capital). Each department is divided into districts.","","lk_subject_location"
"Peru","http://purl.obolibrary.org/obo/GAZ_00002932","A country in western South America. It is bordered on the north by Ecuador and Colombia, on the east by Brazil, on the southeast by Bolivia, on the south by Chile, and on the west by the Pacific Ocean. Peru is divided into 25 regions and the province of Lima. These regions are subdivided into provinces, which are composed of districts (provincias and distritos). There are 195 provinces and 1833 districts in Peru. The Lima Province, located in the central coast of the country, is unique in that it doesn't belong to any of the twenty-five regions. The city of Lima, which is the nation's capital, is located in this province. Callao is its own region, even though it only contains one province, the Constitutional Province of Callao.","","lk_subject_location"
"Philippines","http://purl.obolibrary.org/obo/GAZ_00004525","An archipelagic nation located in Southeast Asia. The Philippine archipelago comprises 7,107 islands in the western Pacific Ocean, bordering countries such as Indonesia, Malaysia, Palau and the Republic of China, although it is the only Southeast Asian country to share no land borders with its neighbors. The Philippines is divided into three island groups: Luzon, Visayas, and Mindanao. These are divided into 17 regions, 81 provinces, 136 cities, 1,494 municipalities and 41,995 barangays.","","lk_subject_location"
"Poland","http://purl.obolibrary.org/obo/GAZ_00002939","A country in Central Europe. Poland is bordered by Germany to the west; the Czech Republic and Slovakia to the south; Ukraine, Belarus and Lithuania to the east; and the Baltic Sea and Kaliningrad Oblast, a Russian exclave, to the north. The administrative division of Poland since 1999 has been based on three levels of subdivision. The territory of Poland is divided into voivodeships (provinces); these are further divided into powiats (counties), and these in turn are divided into gminas (communes or municipalities). Major cities normally have the status of both gmina and powiat. Poland currently has 16 voivodeships, 379 powiats (including 65 cities with powiat status), and 2,478 gminas.","","lk_subject_location"
"Qatar","http://purl.obolibrary.org/obo/GAZ_00005286","An Arab emirate in Southwest Asia, occupying the small Qatar Peninsula on the northeasterly coast of the larger Arabian Peninsula. It is bordered by Saudi Arabia to the south; otherwise the Persian Gulf surrounds the state. Qatar is divided into ten municipalities (Arabic: baladiyah), which are further divided into zones (districts).","","lk_subject_location"
"Republic of Congo","http://purl.obolibrary.org/obo/GAZ_00001088","A country in Central Africa. It is bordered by Gabon, Cameroon, the Central African Republic, the Democratic Republic of the Congo, the Angolan exclave province of Cabinda, and the Gulf of Guinea. The Republic of the Congo is divided into 10 regions (regions) and one commune, the capital Brazzaville. The regions are subdivided into forty-six districts.","","lk_subject_location"
"Republic of Ireland","http://purl.obolibrary.org/obo/GAZ_00002943","A country in north-western Europe. The modern sovereign state occupies five-sixths of the island of Ireland, which was partitioned in 1921. It is bordered by Northern Ireland (part of the United Kingdom) to the north, by the Atlantic Ocean to the west and by the Irish Sea to the east. Administration follows the 34 ""county-level"" counties and cities of Ireland. Of these twenty-nine are counties, governed by county councils while the five cities of Dublin, Cork, Limerick, Galway and Waterford have city councils, (previously known as corporations), and are administered separately from the counties bearing those names. The City of Kilkenny is the only city in the republic which does not have a ""city council""; it is still a borough but not a county borough and is administered as part of County Kilkenny. Ireland is split into eight regions for NUTS statistical purposes. These are not related to the four traditional provinces but are based on the administrative counties.","","lk_subject_location"
"Romania","http://purl.obolibrary.org/obo/GAZ_00002951","A country in Southeastern Europe. It shares a border with Hungary and Serbia to the west, Ukraine and the Republic of Moldova to the northeast, and Bulgaria to the south. Romania has a stretch of sea coast along the Black Sea. It is located roughly in the lower basin of the Danube and almost all of the Danube Delta is located within its territory. Romania is divided into forty-one counties (judete), as well as the municipality of Bucharest (Bucuresti) - which is its own administrative unit. The country is further subdivided into 319 cities and 2686 communes (rural localities).","","lk_subject_location"
"Russia","http://purl.obolibrary.org/obo/GAZ_00002721","A transcontinental country extending over much of northern Eurasia. Russia shares land borders with the following countries (counter-clockwise from northwest to southeast): Norway, Finland, Estonia, Latvia, Lithuania (Kaliningrad Oblast), Poland (Kaliningrad Oblast), Belarus, Ukraine, Georgia, Azerbaijan, Kazakhstan, China, Mongolia and North Korea. The Russian Federation comprises 83 federal subjectsm 46 oblasts(provinces), 21 republics, 9 krais (territories), 4 autonomous okrugs (autonomous districts), one autonomous oblast, and two federal cities. The federal subjects are grouped into seven federal districts. These subjects are divided into districts (raions), cities/towns and urban-type settlements, and, at level 4, selsovets (rural councils), towns and urban-type settlements under the jurisdiction of the district and city districts.","","lk_subject_location"
"Rwanda","http://purl.obolibrary.org/obo/GAZ_00001087","A small landlocked country in the Great Lakes region of east-central Africa, bordered by Uganda, Burundi, the Democratic Republic of the Congo and Tanzania. Rwanda is divided into five provinces (intara) and subdivided into thirty districts (akarere). The districts are divided into sectors (imirenge).","","lk_subject_location"
"Saint Kitts-Nevis","http://purl.obolibrary.org/obo/GAZ_00006906","A federal two-island nation in the West Indies. Located in the Leeward Islands. Saint Kitts and Nevis are geographically part of the Leeward Islands. To the north-northwest lie the islands of Saint Eustatius, Saba, Saint Barthelemy, and Saint-Martin/Sint Maarten. To the east and northeast are Antigua and Barbuda, and to the southeast is the small uninhabited island of Redonda, and the island of Montserrat. The federation of Saint Kitts and Nevis is divided into fourteen parishes: nine divisions on Saint Kitts and five on Nevis.","","lk_subject_location"
"Saint Lucia","http://purl.obolibrary.org/obo/GAZ_00006909","An island nation in the eastern Caribbean Sea on the boundary with the Atlantic Ocean.","","lk_subject_location"
"Saint Vincent and the Grenadines","http://purl.obolibrary.org/obo/GAZ_02000565","An island nation in the Lesser Antilles chain of the Caribbean Sea.","","lk_subject_location"
"Samoa","http://purl.obolibrary.org/obo/GAZ_00006910","A country governing the western part of the Samoan Islands archipelago in the South Pacific Ocean. Samoa is made up of eleven itumalo (political districts).","","lk_subject_location"
"San Marino","http://purl.obolibrary.org/obo/GAZ_00003102","A country in the Apennine Mountains. It is a landlocked enclave, completely surrounded by Italy. San Marino is an enclave in Italy, on the border between the regioni of Emilia Romagna and Marche. Its topography is dominated by the Apennines mountain range. San Marino is divided into nine municipalities, known locally as Castelli (singular castello).","","lk_subject_location"
"Sao Tome and Principe","http://purl.obolibrary.org/obo/GAZ_00006927","An island nation in the Gulf of Guinea, off the western equatorial coast of Africa. It consists of two islands: Sao Tome and Principe, located about 140 km apart and about 250 and 225 km respectively, off of the northwestern coast of Gabon. Both islands are part of an extinct volcanic mountain range. Sao Tome and Principe is divided into 2 provinces: Principe, Sao Tome. The provinces are further divided into seven districts, six on Sao Tome and one on Principe (with Principe having self-government since 1995-04-29).","","lk_subject_location"
"Saudi Arabia","http://purl.obolibrary.org/obo/GAZ_00005279","A country on the Arabian Peninsula. It is bordered by Jordan on the northwest, Iraq on the north and northeast, Kuwait, Qatar, Bahrain, and the United Arab Emirates on the east, Oman on the southeast, and Yemen on the south. The Persian Gulf lies to the northeast and the Red Sea to its west. Saudi Arabia is divided into 13 provinces or regions (manatiq; singular mintaqah). Each is then divided into Governorates.","","lk_subject_location"
"Scotland","http://purl.obolibrary.org/obo/GAZ_00002639","A country that is part of the United Kingdom. Occupying the northern third of the island of Great Britain, it shares a border with England to the south and is bounded by the North Sea to the east, the Atlantic Ocean to the north and west, and the North Channel and Irish Sea to the southwest. In addition to the mainland, Scotland includes over 790 islands including the Northern Isles and the Hebrides.","","lk_subject_location"
"Senegal","http://purl.obolibrary.org/obo/GAZ_00000913","A country south of the Senegal River in western Africa. Senegal is bounded by the Atlantic Ocean to the west, Mauritania to the north, Mali to the east, and Guinea and Guinea-Bissau to the south. The Gambia lies almost entirely within Senegal, surrounded on the north, east and south; from its western coast Gambia's territory follows the Gambia River more than 300 km inland. Dakar is the capital city of Senegal, located on the Cape Verde Peninsula on the country's Atlantic coast. Senegal is subdivided into 11 regions and further subdivided into 34 Departements, 103 Arrondissements (neither of which have administrative function) and by Collectivites Locales.","","lk_subject_location"
"Serbia","http://purl.obolibrary.org/obo/GAZ_00002957","A landlocked country in Central and Southeastern Europe, covering the southern part of the Pannonian Plain and the central part of the Balkan Peninsula. It is bordered by Hungary to the north; Romania and Bulgaria to the east; Republic of Macedonia, Montenegro to the south; Croatia and Bosnia and Herzegovina to the west. The capital is Belgrade. Serbia is divided into 29 districts plus the City of Belgrade. The districts and the city of Belgrade are further divided into municipalities. Serbia has two autonomous provinces: Kosovo and Metohija in the south (5 districts, 30 municipalities), and Vojvodina in the north (7 districts, 46 municipalities).","","lk_subject_location"
"Sierra Leone","http://purl.obolibrary.org/obo/GAZ_00000914","A country in West Africa. It is bordered by Guinea in the north and east, Liberia in the southeast, and the Atlantic Ocean in the southwest and west. The Republic of Sierra Leone is composed of 3 provinces and one area called the Western Area; the provinces are further divided into 12 districts. The Western Area is also divided into 2 districts.","","lk_subject_location"
"Singapore","http://purl.obolibrary.org/obo/GAZ_00003923","An island nation located at the southern tip of the Malay Peninsula. It lies 137 km north of the Equator, south of the Malaysian State of Johor and north of Indonesia's Riau Islands. Singapore consists of 63 islands, including mainland Singapore. There are two man-made connections to Johor, Malaysia, Johor-Singapore Causeway in the north, and Tuas Second Link in the west. Since 2001-11-24, Singapore has had an administrative subdivision into 5 districts. It is also divided into five Regions, urban planning subdivisions with no administrative role.","","lk_subject_location"
"Slovak Republic","http://purl.obolibrary.org/obo/GAZ_00002956","A landlocked country in Central Europe. The Slovak Republic borders the Czech Republic and Austria to the west, Poland to the north, Ukraine to the east and Hungary to the south. The largest city is its capital, Bratislava. Slovakia is subdivided into 8 kraje (singular - kraj, usually translated as regions. The kraje are subdivided into many okresy (singular okres, usually translated as districts). Slovakia currently has 79 districts.","","lk_subject_location"
"Slovenia","http://purl.obolibrary.org/obo/GAZ_00002955","A country in southern Central Europe bordering Italy to the west, the Adriatic Sea to the southwest, Croatia to the south and east, Hungary to the northeast, and Austria to the north. The capital of Slovenia is Ljubljana. As of 2005-05 Slovenia is divided into 12 statistical regions for legal and statistical purposes. Slovenia is divided into 210 local municipalities, eleven of which have urban status.","","lk_subject_location"
"Solomon Islands","http://purl.obolibrary.org/obo/GAZ_00005275","A nation in Melanesia, east of Papua New Guinea, consisting of nearly one thousand islands. Together they cover a land mass of 28,400 km2. The capital is Honiara, located on the island of Guadalcanal.","","lk_subject_location"
"Somalia","http://purl.obolibrary.org/obo/GAZ_00001104","A country located in the Horn of Africa. It is bordered by Djibouti to the northwest, Kenya on its southwest, the Gulf of Aden with Yemen on its north, the Indian Ocean at its east, and Ethiopia to the west. Prior to the civil war, Somalia was divided into eighteen regions (gobollada, singular gobol), which were in turn subdivided into districts. On a de facto basis, northern Somalia is now divided up among the quasi-independent states of Puntland, Somaliland, Galmudug and Maakhir.","","lk_subject_location"
"South Africa","http://purl.obolibrary.org/obo/GAZ_00001094","A country located at the southern tip of Africa. It borders the Atlantic and Indian oceans and Namibia, Botswana, Zimbabwe, Mozambique, Swaziland, and Lesotho, an independent enclave surrounded by South African territory. It is divided into nine provinces which are further subdivided into 52 districts: 6 metropolitan and 46 district municipalities. The 46 district municipalities are further subdivided into 231 local municipalities. The district municipalities also contain 20 district management areas (mostly game parks) that are directly governed by the district municipalities. The six metropolitan municipalities perform the functions of both district and local municipalities.","","lk_subject_location"
"South Korea","http://purl.obolibrary.org/obo/GAZ_00002802","A republic in East Asia, occupying the southern half of the Korean Peninsula. South Korea is divided into 8 provinces (do), 1 special autonomous province (teukbyeol jachido), 6 metropolitan cities (gwangyeoksi), and 1 special city (teukbyeolsi). These are further subdivided into a variety of smaller entities, including cities (si), counties (gun), districts (gu), towns (eup), townships (myeon), neighborhoods (dong) and villages (ri).","","lk_subject_location"
"South Sudan","http://purl.obolibrary.org/obo/GAZ_00233439","A state located in Africa with Juba as its capital city. It's bordered by Ethiopia to the east, Kenya, Uganda, and the Democratic Republic of the Congo to the south, and the Central African Republic to the west and Sudan to the North. Southern Sudan includes the vast swamp region of the Sudd formed by the White Nile, locally called the Bahr el Jebel.","","lk_subject_location"
"Sri Lanka","http://purl.obolibrary.org/obo/GAZ_00003924","An island nation in South Asia, located about 31 km off the southern coast of India. Sri Lanka is divided into 9 provinces and 25 districts. Districts are divided into Divisional Secretariats.","","lk_subject_location"
"Sudan","http://purl.obolibrary.org/obo/GAZ_00000560","A country in North Africa. It is bordered by Egypt to the north, the Red Sea to the northeast, Eritrea and Ethiopia to the east, Kenya and Uganda to the southeast, Democratic Republic of the Congo and the Central African Republic to the southwest, Chad to the west and Libya to the northwest. Sudan is divided into twenty-six states (wilayat, singular wilayah) which in turn are subdivided into 133 districts.","","lk_subject_location"
"Sumatra","http://purl.obolibrary.org/obo/GAZ_00024432","An Indonesian island that runs approximately 1,790 km northwest - southeast, crossing the equator near the center. At its widest point the island spans 435 km. The interior of the island is dominated by two geographical regions: the Barisan Mountains in the west and swampy plains in the east. To the southeast is Java, separated by the Sunda Strait. To the north is the Malay Peninsula, separated by the Straits of Malacca. To the east is Borneo, across the Karimata Strait. West of the island is the Indian Ocean. The backbone of the island is the Barisan mountains chain, with the active volcano Mount Kerinci's 3,805 m the highest point, located at about the midpoint of the range. The volcanic activity of this region endowed the region with fertile land and beautiful sceneries, for instance around the Lake Toba. It also contains deposits of coal and gold.","","lk_subject_location"
"Suriname","http://purl.obolibrary.org/obo/GAZ_00002525","A country in northern South America. It is situated between French Guiana to the east and Guyana to the west. The southern border is shared with Brazil and the northern border is the Atlantic coast. The southernmost border with French Guiana is disputed along the Marowijne river. Suriname is divided into 10 districts, each of which is divided into Ressorten.","","lk_subject_location"
"Swaziland","http://purl.obolibrary.org/obo/GAZ_00001099","A small, landlocked country in Africa embedded between South Africa in the west, north and south and Mozambique in the east. Swaziland is divided into four districts, each of which is divided into Tinkhundla (singular, Inkhundla).","","lk_subject_location"
"Sweden","http://purl.obolibrary.org/obo/GAZ_00002729","A Nordic country on the Scandinavian Peninsula in Northern Europe. It has borders with Norway (west and north) and Finland (northeast). Sweden is a unitary state, currently divided into twenty-one counties (lan). Each county further divides into a number of municipalities or kommuner, with a total of 290 municipalities in 2004.","","lk_subject_location"
"Switzerland","http://purl.obolibrary.org/obo/GAZ_00002941","A federal republic in Europe. Switzerland is bordered by Germany, France, Italy, Austria and Liechtenstein. The Swiss Confederation consists of 26 cantons. The Cantons comprise a total of 2,889 municipalities. Within Switzerland there are two enclaves: Busingen belongs to Germany, Campione d'Italia belongs to Italy.","","lk_subject_location"
"Syria","http://purl.obolibrary.org/obo/GAZ_00002474","A country in Southwest Asia, bordering Lebanon, the Mediterranean Sea and the island of Cyprus to the west, Israel to the southwest, Jordan to the south, Iraq to the east, and Turkey to the north. Syria has fourteen governorates, or muhafazat (singular: muhafazah). The governorates are divided into sixty districts, or manatiq (singular: mintaqah), which are further divided into sub-districts, or nawahi (singular: nahia).","","lk_subject_location"
