"pvTableName","pv","conditionalRequired","description","conditionalDuplicateRequired","jsonAttribute","jsonDataType","foreignKeyTableName","required","combinedColumn","metaResultDataType","tableName","columnType","cv","cvTableName","comment","tableColumn","templateColumn","foreignKey","pvPreferredTableColumn","templateName"
NA,FALSE,FALSE,"The lot number is helpful to understand possible batch specific differences in assay results.",FALSE,"lotNumber","string",NA,FALSE,FALSE,NA,"reagent","varchar(250)",FALSE,NA,"The lot number is often provided by a reagent source when the reagent is replenished over time.","lot_number","Lot Number",FALSE,NA,"reagents.Sequencing"
NA,FALSE,FALSE,"The web link is often the vendor's web site.",FALSE,"weblink","string",NA,FALSE,FALSE,NA,"reagent","varchar(250)",FALSE,NA,"An internet address that may provide details of an assay reagent.","weblink","Weblink",FALSE,NA,"reagents.Sequencing"
NA,FALSE,FALSE,"If the reagent is from a non-commercial source, the contact information should indicate with whom to communicate to get further details.",FALSE,"contact","string",NA,FALSE,FALSE,NA,"reagent","varchar(1000)",FALSE,NA,"The contact information is particularly helpful when the reagent is not from a commercial vendor.","contact","Contact",FALSE,NA,"reagents.Sequencing"
NA,FALSE,FALSE,"The reagent user defined ID is an identifier chosen by the data provider to refer to an assay reagent. The nature of the assay reagent is assay specific and may be an array, an antibody or a typing kit. This ID may be referenced by other data records (e.g. experiment sample). The user defined ID is not shared.",FALSE,"userDefinedId","string",NA,TRUE,FALSE,NA,"reagent","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","User Defined ID",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The reagent name is not referenced by other data records.",FALSE,"name","string",NA,FALSE,FALSE,NA,"reagent","varchar(200)",FALSE,NA,"The reagent name is an alternate ID that is shared.","name","Name",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The assay reagent description provides further details on the nature and purpose of the reagent.",FALSE,"description","string",NA,FALSE,FALSE,NA,"reagent","varchar(4000)",FALSE,NA,"A supplemental description of the assay reagent that expands on its Name and User Defined ID.","description","Description",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The source of a reagent may be important for evaluating assay results.",FALSE,"manufacturer","string",NA,TRUE,FALSE,NA,"reagent","varchar(100)",FALSE,NA,"The manufacturer is the source of a reagent and may include commercial vendors as well as non-commercial sources (e.g. collaborating labs).","manufacturer","Manufacturer",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The reagent's catalog ID provides a reference to the reagent source and description.",FALSE,"catalogNumber","string",NA,TRUE,FALSE,NA,"reagent","varchar(250)",FALSE,NA,"If the assay reagent is a commercial product, enter the vendor's catalog identifier. If the reagent is a custom preparation enter 'NA'.","catalog_number","Catalog Number",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The lot number is helpful to understand possible batch specific differences in assay results.",FALSE,"lotNumber","string",NA,FALSE,FALSE,NA,"reagent","varchar(250)",FALSE,NA,"The lot number is often provided by a reagent source when the reagent is replenished over time.","lot_number","Lot Number",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The web link is often the vendor's web site.",FALSE,"weblink","string",NA,FALSE,FALSE,NA,"reagent","varchar(250)",FALSE,NA,"An internet address that may provide details of an assay reagent.","weblink","Weblink",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"If the reagent is from a non-commercial source, the contact information should indicate with whom to communicate to get further details.",FALSE,"contact","string",NA,FALSE,FALSE,NA,"reagent","varchar(1000)",FALSE,NA,"The contact information is particularly helpful when the reagent is not from a commercial vendor.","contact","Contact",FALSE,NA,"reagents.Virus_Neutralization"
NA,FALSE,FALSE,"The experiment sample identifier must be stored in ImmPort or in the experimentsamples.txt template.",FALSE,"expsampleId","string","expsample",TRUE,FALSE,NA,"rna_seq_result And expsample_2_file_info","varchar(15)",FALSE,NA,"Please enter either an experiment sample user defined ID or ImmPort accession.","expsample_accession","Expsample ID",TRUE,NA,"RNA_SEQ_Results"
NA,FALSE,FALSE,"The NCBI ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided.",FALSE,"referenceTranscriptId","string",NA,TRUE,FALSE,NA,"rna_seq_result","varchar(100)",FALSE,NA,"The ID for the transcript/gene. Either the NCBI ID or the Ensembl ID must be provided.","reference_transcript_id","Reference Transcript ID",FALSE,NA,"RNA_SEQ_Results"
NA,FALSE,FALSE,"The public repository name for the transcript (for example, Ensembl or NCBI Gene).",FALSE,"repositoryName","enum",NA,TRUE,FALSE,NA,"rna_seq_result","varchar(50)",TRUE,"lk_public_repository","The public repository name for the transcript (for example, Ensembl or NCBI Gene).","repository_name","Repository Name",FALSE,NA,"RNA_SEQ_Results"
"lk_transcript_type",TRUE,FALSE,"The type of transcript reported.",FALSE,"transcriptTypeReported","enum",NA,TRUE,FALSE,NA,"rna_seq_result","varchar(100)",FALSE,NA,"The type of transcript reported.","transcript_type_reported","Transcript Type Reported",FALSE,"transcript_preferred","RNA_SEQ_Results"
"lk_rna_sequence_result_unit_type",TRUE,FALSE,"The unit for the result_value.",FALSE,"resultUnitReported","enum",NA,TRUE,FALSE,NA,"rna_seq_result","varchar(100)",FALSE,NA,"The unit for the result value.","result_unit_reported","Result Unit Reported",FALSE,"result_unit_preferred","RNA_SEQ_Results"
NA,FALSE,FALSE,"The transcripts or gene count for the transcript.",FALSE,"valueReported","number",NA,TRUE,FALSE,NA,"rna_seq_result","varchar(50)",FALSE,NA,"The count or gene count for the transcript.","value_reported","Value Reported",FALSE,NA,"RNA_SEQ_Results"
NA,FALSE,FALSE,"Comments captures additional descriptive information that is added to the result.",FALSE,"comments","string",NA,FALSE,FALSE,NA,"rna_seq_result","varchar(500)",FALSE,NA,"Comments captures additional descriptive information that is added to the result.","comments","Comments",FALSE,NA,"RNA_SEQ_Results"
NA,FALSE,TRUE,"The Standard Curve user defined ID is an identifier chosen by the data provider to refer to a Standard Curve. This ID may be referenced by other data records (e.g. MBAA results). The user defined ID is not shared.",FALSE,"standardCurveId","string",NA,TRUE,TRUE,NA,"standard_curve","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Standard Curve ID",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"The formula used to calculate the standard curve from the input data.",FALSE,"formula","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(500)",FALSE,NA,"The formula used to calculate the standard curve from the input data.","formula","Formula",FALSE,NA,"standardCurves"
"lk_analyte",TRUE,TRUE,"The molecule or entity being measured. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.",FALSE,"analyteReported","enum",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"The molecule or entity being measured. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.","analyte_reported","Analyte Reported",FALSE,"immunology_symbol and short_label and analyte_preferred","standardCurves"
NA,FALSE,TRUE,"The assay ID represents the plate or array ID where standard curves, control samples, and experiment samples were collected and assayed. This ID will be used to link standard curves, control samples, and experiment samples results.",FALSE,"assayId","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"The assay ID represents the plate or array ID where standard curves, control samples, and experiment samples were collected and assayed. This ID will be used to link standard curves, control samples, and experiment samples results.","assay_id","Assay ID",FALSE,NA,"standardCurves"
NA,FALSE,FALSE,"The assay group ID represents a collection of plates or arrays. This ID may be used to link collections of standard curves, control samples, and experiment samples results.",FALSE,"assayGroupId","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"The assay group ID represents a collection of plates or arrays. This ID may be used to link collections of standard curves, control samples, and experiment samples results.","assay_group_id","Assay Group ID",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"A number is expected.",FALSE,"lowerLimit","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"Lower limit value established by the standard curve.","lower_limit","Lower Limit",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"Lower limit unit established by the standard curve.",FALSE,"lowerLimitUnit","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"Lower limit unit established by the standard curve.","lower_limit_unit","Lower Limit Unit",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"A number is expected.",FALSE,"upperLimit","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"Upper limit value established by the standard curve.","upper_limit","Upper Limit",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"Upper limit value established by the standard curve.",FALSE,"upperLimitUnit","string",NA,FALSE,FALSE,NA,"standard_curve","varchar(100)",FALSE,NA,"Upper limit value established by the standard curve.","upper_limit_unit","Upper Limit Unit",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"The format of the result file depends on the assay type. ImmPort supports results templates (MBAA_Results.txt) for some of the commonly used immunological assay methods. These template facilitate the sharing and re-use of results data in a standard format. If the result file is the ImmPort results template (strongly recommended by NIAID DAIT), choose 'Yes' from the drop down list and do not include a file name in the ""Result File Name"" column. If the result file is not an ImmPort results template, choose 'No' from the drop down list and include a file name in the ""Result File Name"" column.",FALSE,"immportTemplate","enum",NA,FALSE,FALSE,NA,NA,NA,TRUE,"lk_yes_no","The format of the result file depends on the assay type. ImmPort supports results templates (MBAA_Results.txt) for some of the commonly used immunological assay methods. These template facilitate the sharing and re-use of results data in a standard format. If the result file is the ImmPort results template (strongly recommended by NIAID DAIT), choose 'Yes' from the drop down list and do not include a file name in the ""Result File Name"" column. If the result file is not an ImmPort results template, choose 'No' from the drop down list and include a file name in the ""Result File Name"" column.",NA,"ImmPort Template?",FALSE,NA,"standardCurves"
NA,FALSE,FALSE,"Enter the full result file name including file extension. The file size name limit is 240 characters.",FALSE,"resultFileName","string",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"Enter the full result file name including file extension. The file size name limit is 240 characters.",NA,"Result File Name",FALSE,NA,"standardCurves"
NA,FALSE,FALSE,"See the ImmPort Data Upload Guide for details on where MBAA bead level files are stored depending on the assay platform used. Separate file names by a semi-colon (;). The file size name limit is 240 characters.",FALSE,"additionalResultFileNames","array",NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,"HIPC recommends including bead level result files if they are available. The file size name limit is 240 characters.",NA,"Additional Result File Names",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"The experiment identifier must be stored in ImmPort or in the experiments.txt template.",FALSE,"experimentId","string",NA,TRUE,TRUE,NA,"experiment","varchar(100)",FALSE,NA,"Please enter either a experiment user defined ID or ImmPort accession.","user_defined_id","Experiment ID",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"An experiment may be linked to a single study.",FALSE,"studyId","string","study",FALSE,FALSE,NA,"experiment","varchar(15)",FALSE,NA,"Please enter either a study user defined ID or ImmPort accession.","study_accession","Study ID",TRUE,NA,"standardCurves"
NA,FALSE,TRUE,"Please enter either a protocol user defined ID or ImmPort accession for a protocol that describes how the sample was derived and prepared. One or more identifiers can be entered per sample. Separate identifiers by semicolon (;).",FALSE,"protocolIds","array","protocol",FALSE,FALSE,NA,"experiment_2_protocol","varchar(15)",FALSE,NA,"Please enter either a protocol user defined ID or ImmPort accession.","protocol_accession","Protocol ID(s)",TRUE,NA,"standardCurves"
NA,FALSE,TRUE,"The experiment name is not referenced by other data records.",FALSE,"name","string",NA,FALSE,FALSE,NA,"experiment","varchar(500)",FALSE,NA,"The experiment name is an alternate identifier that is visible when the sample is shared.","name","Name",FALSE,NA,"standardCurves"
NA,FALSE,FALSE,"The experiment description is used to describe details of the experiment not captured in other columns.",FALSE,"description","string",NA,FALSE,FALSE,NA,"experiment","varchar(4000)",FALSE,NA,"The experiment description is used to describe details of the experiment not captured in other columns.","description","Description",FALSE,NA,"standardCurves"
NA,FALSE,TRUE,"The measurement technique describes the assay method.",FALSE,"measurementTechnique","enum",NA,FALSE,FALSE,NA,"experiment","varchar(50)",TRUE,"lk_exp_measurement_tech","Choose from a drop down list.","measurement_technique","Measurement Technique",FALSE,NA,"standardCurves"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"study_design_edit"
NA,FALSE,TRUE,"A subject may be assigned to a single arm within a study. When subjects are initially uploaded to ImmPort, they may be assigned to a single study's arm.",FALSE,"armOrCohortId","string",NA,TRUE,TRUE,"metaData","subject","varchar(100)",FALSE,NA,"Please enter either a study arm or cohort user defined ID or ImmPort accession. When subjects are initially uploaded to ImmPort, they may be assigned to a single study's arm.","user_defined_id","Arm Or Cohort ID",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"A list of preferred terms is available.",FALSE,"gender","enum",NA,FALSE,FALSE,"metaData","subject","varchar(20)",TRUE,"lk_gender","Please choose from the drop down list.","gender","Gender",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"The subject age at the outset of the study may be determined form one of several study milestones as indicated in the Age Event column.",FALSE,"minSubjectAge","number",NA,FALSE,FALSE,"metaData","arm_2_subject","float",FALSE,NA,"Please enter a number.","min_subject_age","Min Subject Age",FALSE,NA,"subjectAnimals"
NA,FALSE,FALSE,"The subject age at the end of the study may be determined form one of several study milestones.",FALSE,"maxSubjectAge","number",NA,FALSE,FALSE,"metaData","arm_2_subject","float",FALSE,NA,"Please enter a number.","max_subject_age","Max Subject Age",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"A list of preferred terms is available.  The age unit must conform to the age unit assigned to the study.",FALSE,"ageUnit","enum",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(50)",TRUE,"lk_time_unit","Please choose from the drop down list.  The age unit must conform to the age unit assigned to the study.","age_unit","Age Unit",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"A list of preferred terms is available.",FALSE,"ageEvent","enum",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(50)",TRUE,"lk_age_event","Please choose from the drop down list.","age_event","Age Event",FALSE,NA,"subjectAnimals"
NA,FALSE,FALSE,"This column supports providing study milestones for subject's age determination that ImmPort does not support.",FALSE,"ageEventSpecify","string",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(50)",FALSE,NA,"If ""Age Event"" = Other, this field specifies the age event (free text). Otherwise, leave this column blank.","age_event_specify","Age Event Specify",FALSE,NA,"subjectAnimals"
NA,FALSE,FALSE,"The subject phenotype captures key aspects of the subject's disposition for the study.",FALSE,"subjectPhenotype","string",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(200)",FALSE,NA,"Enter a description of the subject.","subject_phenotype","Subject Phenotype",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"A list of subject locations is available.",FALSE,"subjectLocation","enum",NA,FALSE,FALSE,"metaData","subject",NA,TRUE,"lk_subject_location","Please choose from the drop down list.","location","Subject Location",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"A list of preferred terms is available. Macaca fascicularis is also commonly called cynomologus monkey, crab eating macaque, long-tailed macaque. Macaca mulatta is also commonly called rhesus macaque",FALSE,"species","enum",NA,FALSE,FALSE,"metaData","subject","varchar(50)",TRUE,"lk_species","Please choose from the drop down list.","species","Species",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"Please provide strain and breed information as available.",FALSE,"strain","string",NA,FALSE,FALSE,"metaData","subject","varchar(50)",FALSE,NA,"Please provide strain and breed information as available.","strain","Strain",FALSE,NA,"subjectAnimals"
NA,FALSE,FALSE,"Strain or breed characteristics that are relevant for the study (e.g. susceptibility).",FALSE,"strainCharacteristics","string",NA,FALSE,FALSE,"metaData","subject","varchar(500)",FALSE,NA,"Strain or breed characteristics that are relevant for the study (e.g. susceptibility).","strain_characteristics","Strain Characteristics",FALSE,NA,"subjectAnimals"
NA,FALSE,TRUE,"The subject defined ID is an identifier chosen by the data provider to refer to a subject. This ID may be referenced by other data records (e.g. biological sample). The user defined ID is not shared. For human subjects, the ID should not be identifying.",FALSE,"subjectId","string",NA,TRUE,TRUE,"metaData","arm_or_cohort","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Subject ID",FALSE,NA,"subjectAnimals"
NA,FALSE,FALSE,"This pseudo column separates meta data from results.",FALSE,"resultSeparatorColumn","string",NA,FALSE,FALSE,"metaData",NA,NA,FALSE,NA,"This pseudo column separates the results (lab tests) from the lab test panel meta data. It must always appear and be the column that appears immediately after the last meta-data column and before any result columns.",NA,"Result Separator Column",FALSE,NA,"subjectAnimals"
"lk_exposure_process",TRUE,FALSE,"This identifies the type of process through which a host is exposed and the type of evidence for that exposure to have happened, which are tightly intertwined. This is the only element of the four that is always mandatory. Please select an exposure process from the list provided if the process matches yours or enter a exposure process if there is not an appropriate one provided. This exposure process is visible when the result is shared.",FALSE,"exposureProcessReported","enum",NA,TRUE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"This identifies the type of process through which a host is exposed and the type of evidence for that exposure to have happened, which are tightly intertwined. This is the only element of the four that is always mandatory. Please select an exposure process from the list provided if the process matches yours or enter a exposure process if there is not an appropriate one provided. This exposure process is visible when the result is shared.","exposure_process_reported","Exposure Process Reported",FALSE,"exposure_process_preferred","subjectAnimals"
"lk_exposure_material",TRUE,FALSE,"This describes what substance(s) the host is exposed to and/or develops immune reactions to as part of the exposure process. Please select an exposure material from the list provided if the exposure material matches yours or enter a exposure material if there is not an appropriate one provided. This exposure material is visible when the result is shared.  The value provided by the user is further checked against the pref mapping table lk_exposure_material_pref_map.",FALSE,"exposureMaterialReported","enum",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(200)",FALSE,NA,"This describes what substance(s) the host is exposed to and/or develops immune reactions to as part of the exposure process. Please select an exposure material from the list provided if the exposure material matches yours or enter a exposure material if there is not an appropriate one provided. This exposure material is visible when the result is shared.  The value provided by the user is further checked against the pref mapping table lk_exposure_material_pref_map.","exposure_material_reported","Exposure Material Reported",FALSE,"exposure_material_preferred and exposure_material_id","subjectAnimals"
NA,FALSE,FALSE,"The NCBI or Vaccine Ontology ID associated with the exposure material. If the Exposure Material Reported is not a preferred value, then the Exposure Material ID must be provided. If the Exposure Material Reported is a preferred value, then the Exposure Material ID will be automatically be the ID associated with the preferred value and user will NOT need to supply this ID.",FALSE,"exposureMaterialId","string",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"The NCBI or Vaccine Ontology ID associated with the exposure material. If the Exposure Material Reported is not a preferred value, then the Exposure Material ID must be provided. If the Exposure Material Reported is a preferred value, then the Exposure Material ID will be automatically be the ID associated with the preferred value and user will NOT need to supply this ID.","exposure_material_id","Exposure Material ID",FALSE,NA,"subjectAnimals"
"lk_disease",TRUE,FALSE,"This indicates the specific disease of the host associated with the exposure. Please select a disease from the list provided if the disease matches yours or enter a disease if there is not an appropriate one provided. This disease is visible when the result is shared.  The Value provide by the user is further checked against the pref mapping table lk_study_condition_pref_mappng.",FALSE,"diseaseReported","enum",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(550)",FALSE,NA,"This indicates the specific disease of the host associated with the exposure. Please select a disease from the list provided if the disease matches yours or enter a disease if there is not an appropriate one provided. This disease is visible when the result is shared.  The Value provide by the user is further checked against the pref mapping table lk_study_condition_pref_mappng.","disease_reported","Disease Reported",FALSE,"disease_preferred and disease_ontology_id","subjectAnimals"
NA,FALSE,FALSE,"The NCBI Disease Ontology ID associated with the disease. If the Disease Reported is not a preferred value, then the Disease Ontology ID must be provided. If the disease is a preferred value, then the Disease Ontology ID will be the DOID associated with the preferred value.",FALSE,"diseaseOntologyId","string",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"The NCBI Disease Ontology ID associated with the disease. If the Disease Reported is not a preferred value, then the Disease Ontology ID must be provided. If the disease is a preferred value, then the Disease Ontology ID will be the DOID associated with the preferred value.","disease_ontology_id","Disease Ontology ID",FALSE,NA,"subjectAnimals"
"lk_disease_stage",TRUE,FALSE,"This provides a broad classification of how the disease has progressed. Please select a disease stage from the list provided if the disease stage matches yours or enter a disease stage if there is not an appropriate one provided. This disease stage is visible when the result is shared.",FALSE,"diseaseStageReported","enum",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"This provides a broad classification of how the disease has progressed. Please select a disease stage from the list provided if the disease stage matches yours or enter a disease stage if there is not an appropriate one provided. This disease stage is visible when the result is shared.","disease_stage_reported","Disease Stage Reported",FALSE,"disease_stage_preferred","subjectAnimals"
NA,FALSE,TRUE,"A subject may be assigned to a single arm within a study. When subjects are initially uploaded to ImmPort, they may be assigned to a single study's arm.",FALSE,"armOrCohortId","string",NA,TRUE,TRUE,"metaData","subject","varchar(100)",FALSE,NA,"Please enter either a study arm or cohort user defined ID or ImmPort accession. When subjects are initially uploaded to ImmPort, they may be assigned to a single study's arm.","user_defined_id","Arm Or Cohort ID",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"A list of preferred terms is available.",FALSE,"gender","enum",NA,FALSE,FALSE,"metaData","subject","varchar(20)",TRUE,"lk_gender","Please choose from the drop down list.","gender","Gender",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"The subject age at the outset of the study may be determined form one of several study milestones as indicated in the Age Event column.",FALSE,"minSubjectAge","number",NA,FALSE,FALSE,"metaData","arm_2_subject","float",FALSE,NA,"Please enter a number.","min_subject_age","Min Subject Age",FALSE,NA,"subjectHumans"
NA,FALSE,FALSE,"The subject age at the end of the study may be determined form one of several study milestones.",FALSE,"maxSubjectAge","number",NA,FALSE,FALSE,"metaData","arm_2_subject","float",FALSE,NA,"Please enter a number.","max_subject_age","Max Subject Age",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"A list of preferred terms is available.  The age unit must conform to the age unit assigned to the study.",FALSE,"ageUnit","enum",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(50)",TRUE,"lk_time_unit","Please choose from the drop down list.  The age unit must conform to the age unit assigned to the study.","age_unit","Age Unit",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"A list of preferred terms is available.",FALSE,"ageEvent","enum",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(50)",TRUE,"lk_age_event","Please choose from the drop down list.","age_event","Age Event",FALSE,NA,"subjectHumans"
NA,FALSE,FALSE,"This column supports providing study milestones for subject's age determination that ImmPort does not support.",FALSE,"ageEventSpecify","string",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(50)",FALSE,NA,"If ""Age Event"" = Other, this field specifies the age event (free text). Otherwise, leave this column blank.","age_event_specify","Age Event Specify",FALSE,NA,"subjectHumans"
NA,FALSE,FALSE,"The subject phenotype captures key aspects of the subject's disposition for the study.",FALSE,"subjectPhenotype","string",NA,FALSE,FALSE,"metaData","arm_2_subject","varchar(200)",FALSE,NA,"Enter a description of the subject.","subject_phenotype","Subject Phenotype",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"A list of subject locations is available.",FALSE,"subjectLocation","enum",NA,FALSE,FALSE,"metaData","subject",NA,TRUE,"lk_subject_location","Please choose from the drop down list.","location","Subject Location",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"A list of preferred terms is available.",FALSE,"ethnicity","enum",NA,FALSE,FALSE,"metaData","subject","varchar(50)",TRUE,"lk_ethnicity","Please choose from the drop down list.","ethnicity","Ethnicity",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"A list of preferred terms is available.",FALSE,"race","enum",NA,FALSE,FALSE,"metaData","subject","varchar(50)",TRUE,"lk_race","Please choose from the drop down list.","race","Race",FALSE,NA,"subjectHumans"
NA,FALSE,FALSE,"This column supports providing subject race descriptions that ImmPort does not support.",FALSE,"raceSpecify","string",NA,FALSE,FALSE,"metaData","subject","varchar(1000)",FALSE,NA,"If Race='Other', the race should be specified, otherwise leave blank.","race_specify","Race Specify",FALSE,NA,"subjectHumans"
NA,FALSE,FALSE,"The subject description may be used to augment the arm or cohort based description of a subject.",FALSE,"description","string",NA,FALSE,FALSE,"metaData","subject","varchar(4000)",FALSE,NA,"The subject description may be used to augment the arm or cohort based description of a subject. ","description","Description",FALSE,NA,"subjectHumans"
NA,FALSE,TRUE,"The subject defined ID is an identifier chosen by the data provider to refer to a subject. This ID may be referenced by other data records (e.g. biological sample). The user defined ID is not shared. For human subjects, the ID should not be identifying.",FALSE,"subjectId","string",NA,TRUE,TRUE,"metaData","arm_or_cohort","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","Subject ID",FALSE,NA,"subjectHumans"
NA,FALSE,FALSE,"This pseudo column separates meta data from results.",FALSE,"resultSeparatorColumn","string",NA,FALSE,FALSE,"metaData",NA,NA,FALSE,NA,"This pseudo column separates the results (lab tests) from the lab test panel meta data. It must always appear and be the column that appears immediately after the last meta-data column and before any result columns.",NA,"Result Separator Column",FALSE,NA,"subjectHumans"
"lk_exposure_process",TRUE,FALSE,"This identifies the type of process through which a host is exposed and the type of evidence for that exposure to have happened, which are tightly intertwined. This is the only element of the four that is always mandatory. Please select an exposure process from the list provided if the process matches yours or enter a exposure process if there is not an appropriate one provided. This exposure process is visible when the result is shared.",FALSE,"exposureProcessReported","enum",NA,TRUE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"This identifies the type of process through which a host is exposed and the type of evidence for that exposure to have happened, which are tightly intertwined. This is the only element of the four that is always mandatory. Please select an exposure process from the list provided if the process matches yours or enter a exposure process if there is not an appropriate one provided. This exposure process is visible when the result is shared.","exposure_process_reported","Exposure Process Reported",FALSE,"exposure_process_preferred","subjectHumans"
"lk_exposure_material",TRUE,FALSE,"This describes what substance(s) the host is exposed to and/or develops immune reactions to as part of the exposure process. Please select an exposure material from the list provided if the exposure material matches yours or enter a exposure material if there is not an appropriate one provided. This exposure material is visible when the result is shared.  The value provided by the user is further checked against the pref mapping table lk_exposure_material_pref_map.",FALSE,"exposureMaterialReported","enum",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(200)",FALSE,NA,"This describes what substance(s) the host is exposed to and/or develops immune reactions to as part of the exposure process. Please select an exposure material from the list provided if the exposure material matches yours or enter a exposure material if there is not an appropriate one provided. This exposure material is visible when the result is shared.  The value provided by the user is further checked against the pref mapping table lk_exposure_material_pref_map.","exposure_material_reported","Exposure Material Reported",FALSE,"exposure_material_preferred and exposure_material_id","subjectHumans"
NA,FALSE,FALSE,"The NCBI or Vaccine Ontology ID associated with the exposure material. If the Exposure Material Reported is not a preferred value, then the Exposure Material ID must be provided. If the Exposure Material Reported is a preferred value, then the Exposure Material ID will be automatically be the ID associated with the preferred value and user will NOT need to supply this ID.",FALSE,"exposureMaterialId","string",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"The NCBI or Vaccine Ontology ID associated with the exposure material. If the Exposure Material Reported is not a preferred value, then the Exposure Material ID must be provided. If the Exposure Material Reported is a preferred value, then the Exposure Material ID will be automatically be the ID associated with the preferred value and user will NOT need to supply this ID.","exposure_material_id","Exposure Material ID",FALSE,NA,"subjectHumans"
"lk_disease",TRUE,FALSE,"This indicates the specific disease of the host associated with the exposure. Please select a disease from the list provided if the disease matches yours or enter a disease if there is not an appropriate one provided. This disease is visible when the result is shared.  The Value provide by the user is further checked against the pref mapping table lk_study_condition_pref_mappng.",FALSE,"diseaseReported","enum",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(550)",FALSE,NA,"This indicates the specific disease of the host associated with the exposure. Please select a disease from the list provided if the disease matches yours or enter a disease if there is not an appropriate one provided. This disease is visible when the result is shared.  The Value provide by the user is further checked against the pref mapping table lk_study_condition_pref_mappng.","disease_reported","Disease Reported",FALSE,"disease_preferred and disease_ontology_id","subjectHumans"
